mssv,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8,dtbhk_9,dtbhk_10,dtbhk_11,dtbhk_12,dtbhk_13,dtbhk_14,dtbhk_15,dtbhk_16,dtbhk_17,dtbhk_18,dtbhk_19,dtbhk_20,dtbhk_21,dtbhk_22,dtbhk_23,dtbhk_24,dtb_toankhoa
19B57B12XPvAibaEXe8s/QohNs6kgF5TUTeEJV+o,8.56,7.52,7.38,8.36,8.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.96
587FA2BAXPvAibaEXe9/RzYvIG+T/Y+Fn9q0D2V0,8.89,7.72,7.1,8.05,8.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.84
4254834EXPvAibaEXe9/RzYvIG+T/VbBo6aGKfHJ,8.59,8.64,7.98,8.21,8.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.39
2E8AF917XPvAibaEXe9/RzYvIG+T/RUwIYXIu6xp,2.66,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.07
0A4FE826XPvAibaEXe9/RzYvIG+T/Va1azcwbekB,9.09,8.7,8.2,8.84,8.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.66
B2946907XPvAibaEXe9/RzYvIG+T/Y6tY6xM+Pc+,8.65,9.56,7.7,8.38,8.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.52
BB2C0D85XPvAibaEXe91XNm8j/Yx+833BTbJs+wt,8.03,7.84,7.83,7.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.66
BF6F86F4XPvAibaEXe91XNm8j/Yx+/Qywlt9pfqH,8.69,8.88,7.53,8.03,7.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.17
86A512A9XPvAibaEXe91XNm8j/Yx+5o8fZuGULZy,8.45,8.3,7.83,8.36,8.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.2
9E98428FXPvAibaEXe91XNm8j/Yx+/Lpq1aKUYKL,8.69,8.72,7.25,7.69,6.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.92
68527770XPvAibaEXe+jpgatmakYN/PhzMXke2Xk,4.38,7.3,7.14,7.55,7.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25
5E5D0683XPvAibaEXe+jpgatmakYN4wvHd+H4EMU,9.39,9.22,8.6,8.97,9.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.01
0B499550XPvAibaEXe+jpgatmakYN62SpRgut4Px,5.65,4.26,7.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.6
77360EA9XPvAibaEXe+jpgatmakYN1kOJjxd9tLh,5.89,7.81,8.06,8.13,8.5,8.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.88
CB95BAA1XPvAibaEXe+jpgatmakYN+POp1YP/Ncw,6.81,7.75,8.16,7.03,8.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.56
DF0B16BDXPvAibaEXe8Fsd3dnKA7BU8lWfOiKP3T,7.45,7.77,7.42,6.34,7.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.35
144F83F4XPvAibaEXe8Fsd3dnKA7Bcl3wE4+JwPt,3.83,0,1.15,8.36,4.74,0,0.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.42
7C9E27EFXPvAibaEXe8Fsd3dnKA7BWtqPMGyGcaD,8.05,9.5,9.09,8.94,8.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.92
A4C69925XPvAibaEXe8Fsd3dnKA7BYP9G/dwfkhx,6.87,5.32,7.6,7.73,6.66,8.9,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.06
921AEA48XPvAibaEXe9If6gyA/58XBWqnCmXghVE,5.52,6.8,5.95,4.58,7.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.27
E845256DXPvAibaEXe9If6gyA/58XI6qIfllMgZ7,8.18,8.12,8.81,8.03,8.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.3
633E96D4XPvAibaEXe9If6gyA/58XC3HoK65UXTV,8.35,8.38,8.2,8.65,8.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.44
FA3CB72CXPvAibaEXe9If6gyA/58XBmjQ7GI5ZAX,6.07,6.14,7.63,6.71,7.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.74
E3305090XPvAibaEXe9If6gyA/58XPYe3YbQVmMg,5.83,1.16,0.43,2.52,0.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.39
A5F6670CXPvAibaEXe9If6gyA/58XNUt6WWlSDQc,7.93,8.4,7.39,7.66,8.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.88
1FD31965XPvAibaEXe9If6gyA/58XIXyQo9n/pvC,3.72,4.67,4.94,3.68,5,4.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.95
241A45B3XPvAibaEXe9If6gyA/58XCI8I0eUoBZY,8.58,7.75,7.27,8.18,8.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.93
0B82CCF5XPvAibaEXe9Xj8SSEVd/jY12Rgu3JOo2,7.63,8.91,8.36,7.59,7.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.94
4DB3A927XPvAibaEXe9Xj8SSEVd/jWdXmtt3DM9Z,8.75,8.27,8.69,7.48,7.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.13
8A31C9C2XPvAibaEXe9Xj8SSEVd/jVWWO7mIVDIX,8.93,7.82,8.17,7.46,8.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.15
60A568F5XPvAibaEXe9Xj8SSEVd/jS2WLc5UkSNn,7.71,7.49,7.4,5.57,5.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.68
C42ABD9EXPvAibaEXe9Xj8SSEVd/jfIujlFZYetv,6.64,5.35,6.7,5.35,6.18,6.1,4.31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.63
0AD8844BXPvAibaEXe9Xj8SSEVd/jfkg3jfYtK/N,7.72,8.29,8.45,7.9,8.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.1
C9F33142XPvAibaEXe8vzv/aZ4Qa6YEShPbKJeh0,8.57,7.2,8.27,7.25,8.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.85
34F23EE4XPvAibaEXe8vzv/aZ4Qa6aQFav29oQ3n,7.69,7.93,7.74,8.13,7.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.8
5CB656EEXPvAibaEXe+eVpqlotVS6YXd9aevAL/J,5.02,5.51,5.29,7.01,6.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.22
162192A2XPvAibaEXe+eVpqlotVS6c6ZDCcX4/2t,7.75,6.34,6.69,4.44,6.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.5
8A4670DCXPvAibaEXe+eVpqlotVS6TNmfq2DWjCl,4.48,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.73
263838A6XPvAibaEXe+eVpqlotVS6WZKD30AdrKB,7.29,8.18,7.77,8.49,7.28,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.81
50B560FCXPvAibaEXe+eVpqlotVS6WhwxYUXzTJc,8.65,8.97,8.57,8.58,7.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.46
F3BAC14DXPvAibaEXe+eVpqlotVS6cx3yejWwIpF,7.66,8.46,7,8.33,8.73,8.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.32
62310EBFXPvAibaEXe+eVpqlotVS6c0JeHCFswLj,6.85,6.71,7.59,7.5,8.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.32
2E79AAAFXPvAibaEXe+eVpqlotVS6ds0vfggD7qb,6.12,6.93,6.72,7.6,7.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.03
D056ACA4XPvAibaEXe/IDqkIV3HZquEuaqNIZqVC,6.8,7.03,6.9,7.2,7.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.21
1192D8B5XPvAibaEXe/IDqkIV3HZqhcMNXp0amYk,7.39,6.97,7.43,7.25,6.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.2
EF7286B8XPvAibaEXe/IDqkIV3HZql/NteaKWRBa,6.38,7.95,8.19,9.04,8.17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.89
79C766AFXPvAibaEXe/IDqkIV3HZqqLuREuUWshq,8.02,8.17,7.2,8.45,7.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.87
17C0B2A3XPvAibaEXe/IDqkIV3HZqhVoStpC448b,8.84,7.96,8.31,8.54,8.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.48
86BAF9A6XPvAibaEXe/IDqkIV3HZqkYcMCmfmvzP,6.68,3.16,7.68,4.27,3.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.04
43FCC55DXPvAibaEXe8vLaVJ0prXvrfwEjotM2yo,7.52,7.25,7.65,7.32,7.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.48
E1D17936XPvAibaEXe8vLaVJ0prXvqZp9WB5RnYV,7.83,8.71,7.7,7.66,8.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.97
22F33447XPvAibaEXe8vLaVJ0prXvjq5xRWCz0z2,6.18,8.08,7.36,6.97,6.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.03
E60DA0C9XPvAibaEXe8vLaVJ0prXvvdufkKE5c+E,5.96,5.54,1.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.6
DE37650AXPvAibaEXe8vLaVJ0prXvk5EQ04EXUR9,8.05,8.02,7.25,6.86,6.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.41
8F04CFD2XPvAibaEXe8vLaVJ0prXvpcPQIXYichj,7.11,5.61,6.6,7.88,6.79,9,7.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
E5D0D341XPvAibaEXe8vLaVJ0prXvkY8VWE2EQr0,7.7,7.04,8.12,8.08,7.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.77
3DF0867FXPvAibaEXe8J1cEUcgbYoZZqNHEUiNfW,7.11,7.49,7.55,7.83,9.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.79
41906F6BXPvAibaEXe8J1cEUcgbYoaYVP8DTFK92,8.28,8.07,7.9,6.69,7.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.01
2B4137D4XPvAibaEXe8J1cEUcgbYoclvp+OyeRbJ,8.35,8.93,8.7,9.01,8.27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.64
1EFB4E86XPvAibaEXe8J1cEUcgbYoY9ohCdAhUkx,8.68,8.59,8.25,8.76,8.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.55
F03E04FAXPvAibaEXe8J1cEUcgbYoQIlVzmlWa0X,6.42,7.11,2.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.84
ED19F063XPvAibaEXe8J1cEUcgbYoehlZSfRSLaB,8.94,9.44,8.82,8.58,8.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.95
C6298344XPvAibaEXe9KztDs5zkBQutPR1yPU22N,6.94,7.95,7.44,7.59,6.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.29
0C90FBD8XPvAibaEXe9KztDs5zkBQlorUxi1KRo5,9.02,9.29,9.02,8.48,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.9
6057BFBBXPvAibaEXe9KztDs5zkBQkEfvlANuCWH,8.09,8.34,8.53,8.85,8.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.43
12DBF081XPvAibaEXe9KztDs5zkBQm8dh6DbLl0X,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.2
4E02C39CXPvAibaEXe9KztDs5zkBQpA8KWcNsPov,8.65,8.15,8.26,8.01,8.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.36
7154F3FAXPvAibaEXe950ls1WcjgCqkyBMy1MMUo,7.79,8.65,8.5,7.39,7.94,7.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.02
8AF87B9FXPvAibaEXe950ls1WcjgCjpX0DQlVHg8,3.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.72
F495C872XPvAibaEXe950ls1WcjgCmIusjJ/kLak,7.94,8.93,9.24,8.44,8.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.48
A5AA2E5EXPvAibaEXe950ls1WcjgCrr2z2URLj2e,1.69,1.49,4.85,0.61,3.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.46
CCEC6CFAXPvAibaEXe950ls1WcjgCjvJP+8I5RFt,6.47,6.7,7.74,5.66,7.9,6.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.77
4FA406C6XPvAibaEXe91lOGt4F0zYK+Fx7cKyY6c,9.49,9.13,9.31,9.49,9.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.33
F01ED216XPvAibaEXe91lOGt4F0zYCUFahx92xha,6.61,7.29,7.39,7.78,7.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.36
60949520XPvAibaEXe91lOGt4F0zYHc9LgvCpF+y,8.11,8.49,9,8.1,7.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.34
9BA0DBD4XPvAibaEXe91lOGt4F0zYHmqAi7O6AL4,6.78,7.78,8.04,7.87,9.03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.9
1869BF0EXPvAibaEXe91lOGt4F0zYBHdx37q05x8,6.86,3.97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.23
77945644XPvAibaEXe91lOGt4F0zYPV+Go1GRAqq,7.46,7.17,6.39,7.84,6.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.12
FA09D685XPvAibaEXe91lOGt4F0zYDsdlGbRZsKG,7.84,6.08,6.31,5.33,5.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.2
9805F311XPvAibaEXe91lOGt4F0zYOKboJxt7e2u,8.78,8.5,8.86,8.75,8.82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.75
E4ED1B37XPvAibaEXe/lR/YYAy+70eN6+ZXJKhLj,9.03,8.47,8.88,8.29,8.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.66
89DBE087XPvAibaEXe/lR/YYAy+70cxcZomPXweY,8.27,9,9.6,8.7,8.86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.88
6F41FCE2XPvAibaEXe/lR/YYAy+70fFcdOlEL34k,5.99,7.47,8.33,7.76,6.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.22
4C8DF1CEXPvAibaEXe/lR/YYAy+70ThSgz0uHQnS,8.61,9.08,9.13,7.1,6.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.14
E84B52BFXPvAibaEXe/lR/YYAy+70XCq4DqBBxGE,7.17,7.65,7.93,7.61,7.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.53
8E8957B7XPvAibaEXe/lR/YYAy+70UEHlNWoJR+0,9.34,8.75,8.85,8.48,8.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.73
01C75C0AXPvAibaEXe/lR/YYAy+70aJGvl+xOHCU,8.26,7.95,8.62,8.38,8.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.42
145AEF78XPvAibaEXe+Eq5yVDvOLCvCnHVXGFLnC,5.34,1.22,4.28,3,0.3,4.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.49
BD1468D0XPvAibaEXe+Eq5yVDvOLCjSJ5pBX58Ds,6.81,7.02,7.17,6.6,7.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.08
72013C17XPvAibaEXe+Eq5yVDvOLCgEH7izARw3H,6.04,4.41,7.2,5.3,2.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.35
0F4A1AB6XPvAibaEXe+Eq5yVDvOLCsWBG6lr1YRl,7.53,7.88,7.54,8.85,8.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
B027DF18XPvAibaEXe+Eq5yVDvOLCj4a6qkNpb/K,7.5,7.75,7.33,7.23,7.54,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.47
ADB8D029XPvAibaEXe+Eq5yVDvOLChTejtbhfMs+,8.66,7.79,8.9,9.06,8.88,9.3,8.72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.74
CCBE9158XPvAibaEXe+Eq5yVDvOLCqRw0yPdOypo,6.68,6.76,7.12,6.47,5.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.46
7AE2B947XPvAibaEXe+Eq5yVDvOLCqZlLxDCDwtC,8.89,8.08,8.99,7.38,7.33,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.08
6B32DB03XPvAibaEXe9e5yvZyP+PzqAaEmHCH/Iy,6.96,6.98,7.65,8.44,8.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.65
279DD911XPvAibaEXe9e5yvZyP+PzsQtLXV2NZdw,8.71,8.63,8.27,6.16,6.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.68
80279E58XPvAibaEXe9e5yvZyP+PzmCg6DSmSUgh,8.69,8.32,7.7,8.27,8.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.17
906134E7XPvAibaEXe9e5yvZyP+PzlG9z/5v9ijK,5.76,5.24,5.08,5.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.5
143F14F8XPvAibaEXe9e5yvZyP+Pzgyu/AJVl983,8.7,9.09,8.77,9.41,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.91
68729C09XPvAibaEXe9e5yvZyP+PzvjX2gh1MTvA,4.4,2.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.44
5F807398XPvAibaEXe9e5yvZyP+PzkixL0koO3/A,6.32,6.88,5.2,6.24,7.9,5.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.08
293E071DXPvAibaEXe9e5yvZyP+PzoWlYF6YGSDL,8.44,8.19,8.51,8.14,8.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.26
A3A9B608XPvAibaEXe/RK0UQl+DMK87PNNoLLeKn,5.85,4.7,4.9,5.46,4.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.07
FFBB8993XPvAibaEXe/RK0UQl+DMK6IFJqraW0VN,7.46,6.72,6.25,8.19,7.25,8.4,6.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.19
E694B813XPvAibaEXe8DKLspTitOyiAKqlR8/lhV,5.83,7.54,6.2,8.08,7.71,7.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.48
5FA2B54AXPvAibaEXe8DKLspTitOytf/q1Q0UbSn,2.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.24
24D3FA4DXPvAibaEXe8DKLspTitOypOe/dO5KJ02,7.54,6.93,6.85,6.39,5.93,8.6,4.71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.16
E0909F9EXPvAibaEXe8DKLspTitOyi4fY++idf4y,8.42,8.57,8.16,6.92,7.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.09
C562BAABXPvAibaEXe8DKLspTitOyuk0/KZzCwGx,5.76,6.13,6.35,5.52,5.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.84
249A4FA5XPvAibaEXe8DKLspTitOyjAWTFBXcBUk,6.69,7.06,7.13,7.11,7.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.02
79121781XPvAibaEXe8DKLspTitOym4HnOB9L92l,5.94,6.34,7.42,6.76,6.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.03
6F6B17D6XPvAibaEXe8eipYZNlRNfp+6PG4cGkJQ,6.74,7.12,7.9,7.13,7.24,9.3,0.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.93
143452A8XPvAibaEXe8eipYZNlRNftmm0GNhMFhf,5.52,6.62,7.11,5.73,6.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.3
23729F29XPvAibaEXe8eipYZNlRNfvtl8SluINVM,6.86,5.72,6.65,7.24,6.63,8.7,7.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.99
BA4469A7XPvAibaEXe8eipYZNlRNfjA/nvlPE17Y,7.49,7.29,8.31,7.27,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.67
14EB4A71XPvAibaEXe8eipYZNlRNfssEJf/rzLsx,4.65,4.67,5.07,5.28,0.48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.17
